security_id,underlying_symbol_raw,effective_from,effective_to,lot_size,source_as_of_date,source_contract_file,source_sha256,evidence_status
SEC_e23c45014524d914,IPCALAB,2024-07-01,2025-02-25,650,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e2ae96c72e337cd7,IDFC,2024-07-01,2024-10-08,5000,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e52b3e73f6b63157,ABCAPITAL,2024-10-31,2025-06-25,2700,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e52b3e73f6b63157,ABCAPITAL,2025-04-24,2026-08-12,3100,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e52b3e73f6b63157,ABCAPITAL,2024-07-01,2024-10-30,5400,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e59efa81d3f96eaf,SHREECEM,2024-07-01,2026-08-12,25,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e6b18cf7b1be5af1,INDIGO,2024-10-31,2026-08-12,150,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e6b18cf7b1be5af1,INDIGO,2024-07-01,2024-10-30,300,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e7cfbdfb60c1a7e4,NBCC,2025-01-30,2025-06-25,5800,2025-01-30,NSE_FO_contract_30012025.csv.gz,f22a4408b94abf6cc9710c1126a7467d8f1669f25249b52679e4e30ba24fdea6,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e7cfbdfb60c1a7e4,NBCC,2025-04-24,2026-08-12,6500,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e8de8e4dbdd128c9,UNIONBANK,2024-11-28,2026-08-12,4425,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_e8e86a4dc244f45b,JUBLFOOD,2024-07-01,2026-08-12,1250,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_eb269ac20977f1be,KEI,2024-11-28,2025-06-25,150,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_eb269ac20977f1be,KEI,2025-04-24,2026-08-12,175,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ebc751d3efece71e,LODHA,2024-11-28,2026-06-29,450,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ebc751d3efece71e,LODHA,2026-04-28,2026-08-12,625,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ebe40f9ef9b666a9,JIOFIN,2024-11-28,2025-06-25,1650,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ebe40f9ef9b666a9,JIOFIN,2025-04-24,2026-08-12,2350,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_eca42eddd8779024,PRESTIGE,2024-11-28,2025-06-25,325,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_eca42eddd8779024,PRESTIGE,2025-04-24,2026-08-12,450,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_eda1bc12f4d3a5bf,DELHIVERY,2024-11-28,2025-06-25,1525,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_eda1bc12f4d3a5bf,DELHIVERY,2025-04-24,2026-08-12,2075,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ee625bcb94731fa8,INOXWIND,2025-03-27,2025-07-25,3225,2025-03-27,NSE_FO_contract_27032025.csv.gz,c6e1c635e8c64b635c72c527dcd5c7f7a5394cd4f829174895071242ed3e0a39,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ee625bcb94731fa8,INOXWIND,2025-07-28,2025-12-29,3272,2025-07-28,NSE_FO_contract_28072025.csv.gz,544b946448c2785e515556feed3d1670c77e8c086b903c313c40afc112a7ecbf,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ee625bcb94731fa8,INOXWIND,2025-10-28,2026-06-29,3575,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ee625bcb94731fa8,INOXWIND,2026-04-28,2026-08-12,6400,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ef30c2e5493c3fb0,UPL,2024-07-01,2024-11-22,1300,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_ef30c2e5493c3fb0,UPL,2024-11-25,2026-08-12,1355,2024-11-25,NSE_FO_contract_25112024.csv.gz,dda92ac412c2e1cc273acbd9cbce28207cd0479975501a3bbc3b56f72f081d66,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f0e9f6ea9b72cfaf,DIVISLAB,2024-10-31,2026-08-12,100,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f0e9f6ea9b72cfaf,DIVISLAB,2024-07-01,2024-10-30,200,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f26d4b76f5708633,PAGEIND,2024-07-01,2026-06-29,15,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f26d4b76f5708633,PAGEIND,2026-04-28,2026-08-12,20,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f38fc5841ce8f4f5,VOLTAS,2024-10-31,2025-06-25,300,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f38fc5841ce8f4f5,VOLTAS,2025-04-24,2026-08-12,375,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f38fc5841ce8f4f5,VOLTAS,2024-07-01,2024-10-30,600,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f481852bc50bc2ef,GODREJPROP,2024-07-01,2025-06-25,225,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f481852bc50bc2ef,GODREJPROP,2025-04-24,2026-06-29,275,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f481852bc50bc2ef,GODREJPROP,2026-04-28,2026-08-12,325,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f589d983dd77f57a,NCC,2024-11-28,2025-06-25,1775,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f589d983dd77f57a,NCC,2025-04-24,2025-12-29,2700,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f6632a793b2a7bc3,BERGEPAINT,2024-07-01,2025-04-23,1320,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f6b2ce41d5cd48e9,TATACONSUM,2024-07-01,2024-07-24,450,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f6b2ce41d5cd48e9,TATACONSUM,2024-07-25,2025-06-25,456,2024-07-25,NSE_FO_contract_25072024.csv.gz,6a9ea9f377fe363555f5a81116628990972ca800951ea006aac5d1fb5d8ea6a8,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f6b2ce41d5cd48e9,TATACONSUM,2025-04-24,2026-08-12,550,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f7f9c06c1f8c0848,SJVN,2024-11-28,2025-06-25,4725,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f7f9c06c1f8c0848,SJVN,2025-04-24,2025-08-26,5875,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f860b7b033e8a9c5,HYUNDAI,2026-03-30,2026-08-12,275,2026-03-30,NSE_FO_contract_30032026.csv.gz,6d1c57fb6c5187998aa02ba99ef42286d9f340477fbfd2da4125fcdb0a8a068a,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f8fba6e658ac6ad0,OBEROIRLTY,2024-10-31,2026-08-12,350,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f8fba6e658ac6ad0,OBEROIRLTY,2024-07-01,2024-10-30,700,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_f913ad961589e8af,SYNGENE,2024-07-01,2026-03-27,1000,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_fd613003c7b50b9d,BANKBARODA,2024-07-01,2026-08-12,2925,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_fe577cb6db53c054,MOTILALOFS,2026-03-30,2026-08-12,775,2026-03-30,NSE_FO_contract_30032026.csv.gz,6d1c57fb6c5187998aa02ba99ef42286d9f340477fbfd2da4125fcdb0a8a068a,OFFICIAL_DAILY_CONTRACT_FILE
SEC_fe623682a4715dc4,PVRINOX,2024-07-01,2025-02-25,407,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_fff3d32472ff0620,TATACHEM,2024-07-01,2025-06-25,550,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_fff3d32472ff0620,TATACHEM,2025-04-24,2025-09-29,650,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_fff65cbe0cabcb4d,RAMCOCEM,2024-07-01,2025-05-28,850,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
