security_id,underlying_symbol_raw,effective_from,effective_to,lot_size,source_as_of_date,source_contract_file,source_sha256,evidence_status
,011NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,021NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,031NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,041NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,051NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,061NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,071NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,081NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,091NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,101NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,111NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,121NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,131NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,141NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,151NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,161NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,171NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,181NSETEST,2024-07-01,2026-08-12,50,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
,ETERNAL,2025-04-08,2025-04-08,2000,2025-04-08,NSE_FO_contract_08042025.csv.gz,9786f7d55f3d7f4cb2ac2f1d2e5dd810c9c2e8414ddabce52249699151675837,OFFICIAL_DAILY_CONTRACT_FILE
,GMRAIRPORT,2024-12-10,2024-12-10,5625,2024-12-10,NSE_FO_contract_10122024.csv.gz,8e89f58d49b82810744f6fddc7689075f8e2bbb557da79fce8e83f8fe48299c5,OFFICIAL_DAILY_CONTRACT_FILE
,LTM,2026-02-26,2026-02-26,150,2026-02-26,NSE_FO_contract_26022026.csv.gz,d3f7e77c080de119d27fbe678484e1ddf8ea594b048e89022b8995c645ef0fa9,OFFICIAL_DAILY_CONTRACT_FILE
,TMPV,2025-10-23,2025-10-23,800,2025-10-23,NSE_FO_contract_23102025.csv.gz,8f63c5892f2884748a999c600492b99090036da34d864bf17a840b1f77013c06,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0036bd1605970750,UBL,2024-07-01,2025-02-25,400,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_02c6f7dd70ed9f59,LT,2024-07-01,2025-06-25,150,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_02c6f7dd70ed9f59,LT,2025-04-24,2026-08-12,175,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0477b2eef5d15298,GLENMARK,2024-10-31,2025-06-25,325,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0477b2eef5d15298,GLENMARK,2025-04-24,2026-08-12,375,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0477b2eef5d15298,GLENMARK,2024-07-01,2024-12-24,725,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_052933c4ce90af33,ADANIPORTS,2024-07-01,2025-06-25,400,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_052933c4ce90af33,ADANIPORTS,2025-04-24,2026-08-12,475,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_066f74fd86fba4b5,LTTS,2024-07-01,2025-03-26,100,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_073170685dcaa040,NUVAMA,2025-07-31,2025-12-23,75,2025-07-31,NSE_FO_contract_31072025.csv.gz,8beb1ff9cdfd822b710d805037ab6b177c9130300337ea2cd621d1f4e40edd9b,OFFICIAL_DAILY_CONTRACT_FILE
SEC_073170685dcaa040,NUVAMA,2025-10-28,2025-12-23,100,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_073170685dcaa040,NUVAMA,2025-12-24,2025-12-29,375,2025-12-24,NSE_FO_contract_24122025.csv.gz,08f04881fe428e395c256856863705b7037ccbefbe07f1523a17284fda59d8a3,OFFICIAL_DAILY_CONTRACT_FILE
SEC_073170685dcaa040,NUVAMA,2025-12-24,2026-07-27,500,2025-12-24,NSE_FO_contract_24122025.csv.gz,08f04881fe428e395c256856863705b7037ccbefbe07f1523a17284fda59d8a3,OFFICIAL_DAILY_CONTRACT_FILE
SEC_087182d8ac29e3a7,SWIGGY,2025-12-30,2026-06-29,1300,2025-12-30,NSE_FO_contract_30122025.csv.gz,416b2340d3f91c273076fe5777b1ece6bf2486c4f31b1c76e4fb8a96d1aff283,OFFICIAL_DAILY_CONTRACT_FILE
SEC_087182d8ac29e3a7,SWIGGY,2026-04-28,2026-08-12,1825,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_08d31cca50b3096d,BATAINDIA,2024-07-01,2025-02-25,375,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_08dca0cf5bb3fbae,FORCEMOT,2026-03-30,2026-08-12,25,2026-03-30,NSE_FO_contract_30032026.csv.gz,6d1c57fb6c5187998aa02ba99ef42286d9f340477fbfd2da4125fcdb0a8a068a,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0a60e0b4f40d5817,GRANULES,2024-10-31,2025-06-25,1000,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0a60e0b4f40d5817,GRANULES,2025-04-24,2025-08-26,1075,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0a60e0b4f40d5817,GRANULES,2024-07-01,2024-10-30,2000,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0a6f62e0f616c7f8,BAJFINANCE,2025-04-24,2025-06-12,75,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0a6f62e0f616c7f8,BAJFINANCE,2024-07-01,2025-06-12,125,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0a6f62e0f616c7f8,BAJFINANCE,2025-06-13,2026-08-12,750,2025-06-13,NSE_FO_contract_13062025.csv.gz,745f8f24c626dc0f4d89a05ba2cf19cba92b2e7693085d17d0047ff2ae601f53,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0a6f62e0f616c7f8,BAJFINANCE,2025-06-13,2025-06-25,1250,2025-06-13,NSE_FO_contract_13062025.csv.gz,745f8f24c626dc0f4d89a05ba2cf19cba92b2e7693085d17d0047ff2ae601f53,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0bc1e2f5bc490cc6,KPITTECH,2024-11-28,2025-12-29,400,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0bc1e2f5bc490cc6,KPITTECH,2025-10-28,2026-06-29,425,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0bc1e2f5bc490cc6,KPITTECH,2026-04-28,2026-08-12,775,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0f8742e943960c00,AARTIIND,2024-07-01,2025-06-25,1000,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0f8742e943960c00,AARTIIND,2025-04-24,2025-07-30,1325,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0ffa71e00a72a3a5,TITAGARH,2025-02-27,2025-06-25,625,2025-02-27,NSE_FO_contract_27022025.csv.gz,6608cf3335ac4dd94683dd74e1b56da076eaaf41099cbfe602ad49854f2e0a65,OFFICIAL_DAILY_CONTRACT_FILE
SEC_0ffa71e00a72a3a5,TITAGARH,2025-04-24,2025-12-29,725,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_10867615ebff4ebb,BAJAJFINSV,2025-10-28,2026-06-29,250,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_10867615ebff4ebb,BAJAJFINSV,2026-04-28,2026-08-12,300,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_10867615ebff4ebb,BAJAJFINSV,2024-07-01,2025-10-27,500,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_10e49cf2e4148a43,HDFCAMC,2024-07-01,2025-11-24,150,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_10e49cf2e4148a43,HDFCAMC,2025-11-25,2026-08-12,300,2025-11-25,NSE_FO_contract_25112025.csv.gz,dd0766bd8fcb051ac37d63a4879d370f62c9b7b17d7084b9ff9616ead1e34024,OFFICIAL_DAILY_CONTRACT_FILE
SEC_11d94195df69816f,IIFL,2025-02-27,2025-06-25,1550,2025-02-27,NSE_FO_contract_27022025.csv.gz,6608cf3335ac4dd94683dd74e1b56da076eaaf41099cbfe602ad49854f2e0a65,OFFICIAL_DAILY_CONTRACT_FILE
SEC_11d94195df69816f,IIFL,2025-04-24,2026-01-23,1650,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_13822c228817c3dd,IOC,2024-07-01,2026-08-12,4875,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1427221c87503c74,SONACOMS,2024-11-28,2025-06-25,775,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1427221c87503c74,SONACOMS,2025-04-24,2025-12-29,1050,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1427221c87503c74,SONACOMS,2025-10-28,2026-08-12,1225,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_14fdcda777f6a2b2,YESBANK,2024-11-28,2025-06-25,26000,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_14fdcda777f6a2b2,YESBANK,2025-04-24,2026-08-12,31100,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_159ef25b9e93d4aa,TVSMOTOR,2025-10-28,2026-08-12,175,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_159ef25b9e93d4aa,TVSMOTOR,2024-07-01,2025-10-27,350,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_17fdc5d19b7214f9,ITC,2024-07-01,2026-06-29,1600,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_17fdc5d19b7214f9,ITC,2026-04-28,2026-08-12,1725,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_185479762e5f721b,INDIACEM,2024-07-01,2024-08-28,2900,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_19d5ff559bcc1312,HDFCLIFE,2024-07-01,2026-08-12,1100,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1c7d45724c490afc,AXISBANK,2024-07-01,2026-08-12,625,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1c86deb1ee4353e3,LICI,2024-11-28,2025-06-25,575,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1c86deb1ee4353e3,LICI,2025-04-24,2026-05-26,700,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1c86deb1ee4353e3,LICI,2026-05-27,2026-08-12,1400,2026-05-27,NSE_FO_contract_27052026.csv.gz,e3552efe68bb2afee95de5c8242af39c48b32f775d27399d330e3435acc0e35e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1effc26743366ced,PERSISTENT,2024-10-31,2026-06-29,100,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1effc26743366ced,PERSISTENT,2026-04-28,2026-08-12,125,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1effc26743366ced,PERSISTENT,2024-07-01,2024-10-30,200,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1f13da7279c3803d,CESC,2024-11-28,2025-06-25,2925,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_1f13da7279c3803d,CESC,2025-04-24,2025-08-26,3625,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_20a22065708cc5c9,LAURUSLABS,2025-10-28,2026-08-12,850,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_20a22065708cc5c9,LAURUSLABS,2024-07-01,2025-10-27,1700,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_22512764aa903a18,HINDPETRO,2024-07-01,2026-08-12,2025,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_22d328d219c9c614,EXIDEIND,2024-07-01,2026-07-27,1800,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2335348052533989,CGPOWER,2024-11-28,2025-06-25,725,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2335348052533989,CGPOWER,2025-04-24,2026-08-12,850,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_240f5295d92daece,LALPATHLAB,2024-10-31,2025-02-25,150,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_240f5295d92daece,LALPATHLAB,2024-07-01,2024-10-30,300,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2499a44b32e8ab65,JSL,2024-11-28,2025-06-25,775,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2499a44b32e8ab65,JSL,2025-04-24,2025-08-26,850,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_24ac1a2897cbf578,ICICIBANK,2024-07-01,2026-08-12,700,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_24bbb0007db98326,BSE,2024-11-28,2025-05-21,125,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_24bbb0007db98326,BSE,2026-04-28,2026-08-12,200,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_24bbb0007db98326,BSE,2025-05-22,2026-06-29,375,2025-05-22,NSE_FO_contract_22052025.csv.gz,ab7c4bad9eb047075f0dfdfbc68365a4713265b282caeace5ebfc56b40aa3ffe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_24bfa19941802ce4,JINDALSTEL,2024-07-01,2026-08-12,625,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_255d13dc0cce44c9,PAYTM,2024-11-28,2025-06-25,650,2024-11-28,NSE_FO_contract_28112024.csv.gz,3cd76037fc337fc91858f75850f723f2f95df5a50eb1e33f56d8f0faa097ea1e,OFFICIAL_DAILY_CONTRACT_FILE
SEC_255d13dc0cce44c9,PAYTM,2025-04-24,2026-08-12,725,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2596b5de00299c84,RVNL,2025-05-29,2025-12-29,1375,2025-05-29,NSE_FO_contract_29052025.csv.gz,7f2761e73cbd0d9a692638f0135730bd7ec8df8736a346f901062558c35d18fd,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2596b5de00299c84,RVNL,2025-10-28,2026-06-29,1525,2025-10-28,NSE_FO_contract_28102025.csv.gz,35279f961edc944bfaee7f67aeb838605ba1901e465a216d724f7106ffbfb4c0,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2596b5de00299c84,RVNL,2026-04-28,2026-08-12,1925,2026-04-28,NSE_FO_contract_28042026.csv.gz,d8c239b3ad29e90a35b89b83333e4767d16182d92d8bf161a4382260a69fa7f7,OFFICIAL_DAILY_CONTRACT_FILE
SEC_26b785f45c57c044,COCHINSHIP,2026-03-30,2026-08-12,400,2026-03-30,NSE_FO_contract_30032026.csv.gz,6d1c57fb6c5187998aa02ba99ef42286d9f340477fbfd2da4125fcdb0a8a068a,OFFICIAL_DAILY_CONTRACT_FILE
SEC_27c44af07d00a204,POWERGRID,2024-10-31,2025-06-25,1800,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_27c44af07d00a204,POWERGRID,2025-04-24,2026-08-12,1900,2025-04-24,NSE_FO_contract_24042025.csv.gz,d5d15a4ba92b76a42ca5062762479e19c904802aa293618b287baf2217213975,OFFICIAL_DAILY_CONTRACT_FILE
SEC_27c44af07d00a204,POWERGRID,2024-07-01,2024-10-30,3600,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2acf6d31e248d1b0,MUTHOOTFIN,2024-10-31,2026-08-12,275,2024-10-31,NSE_FO_contract_31102024.csv.gz,1e900d0dbfd98cec9727a5d260781cf6e10eb8ae62942b405b6d33ae421cf7fe,OFFICIAL_DAILY_CONTRACT_FILE
SEC_2acf6d31e248d1b0,MUTHOOTFIN,2024-07-01,2024-10-30,550,2024-07-01,NSE_FO_contract_01072024.csv.gz,d1d6d16bc4c362661ee1ea77c1bae938b18bea016697fafc2ee00c52a2c13a0c,OFFICIAL_DAILY_CONTRACT_FILE
